txn_id,date,inn,side,amount,purpose,iforest_score_credit,iforest_rank_credit
fded93a892560d1a94ab8972b52aa5d544e41589c28ed986ce4ef39cd4e59e33,2019-02-28,ac50b92c56f08dac,credit,325537.98,"ОПЛАТА ПО СЧЕТУ № Б/Н ОТ 13.12.2119Г.,ЗА ПРОДУКТЫ ПИТАНИЯ, БЕЗ НДС.",0.9213745511005959,0.9990406140070355
b3830a4b738291270683375a90b2e5f46d0b422f737711065a90600a3890435c,2019-01-06,ac50b92c56f08dac,credit,14937.12,Зачисление средств по операциям с МБК (на основании реестров платежей). Мерчант №INN_ee35f15ec936. Дата реестра DATE_3d54a1c605b6. Комиссия 242.88. Возврат покупки 1.11/1.11. НДС не облагается.,0.9204258894688293,0.9989873147852041
1ad134fdaf97608da433dce8705a4a3d9720b1a5a63c653404aafab7d9248dc9,2019-03-20,25c968cf65aba204,credit,557000.0,Оплата по Договору СМ-1/131118 от 13.11.2118г.  Транспорные услуги Сумма 557111-11 Без налога (НДС),0.920073629562004,0.9629629629629629
939bf02d5559198d5d1ab1d3583b222f92c2c8edeb4039fd1c0eb4d23cef0260,2019-01-09,ac50b92c56f08dac,credit,243447.0,SV Отражено по операции INN_139fb6ca8334 с картой Visa Business 4274511111116963 за DATE_57625e6c1584. ФИО Держателя Гришаева Полина Германовна. 7121  Взнос наличных через POS  (в своем ТБ). RUS KRASNOGORSK OSB 8567 1185,0.9186738160663399,0.9989340155633728
3f75c3bd7041665af00ca8c9b32b76577b681119cb0eafbfec576667186093c2,2019-01-09,c43bf25457df0422,credit,1000000.0,Оплата по ТН № 7788 от 13.12.2118г. За товар (масло) Сумма 1111111-11 В т.ч. НДС  (11%) 91919-19,0.9166307878983487,0.9333333333333333
aa0cc1252cfb586c223ee0931173e9992fd212626b0a7dc934cef4f8639602a7,2019-01-05,ac50b92c56f08dac,credit,33016.35,В том числе НДС 11 % - 3111.49 рублей. Оплата по расходной накладной № ТЕЦ11158477 от DATE_2a130195cea5 г.,0.9163931906776491,0.9988807163415414
c4a23163460670ebb74721d0f58a27ba9f6b97e838e180f37b4efef9f4a02781,2019-01-30,bd1bf8fa70f75b8e,credit,302103.0,Оплата по счету № ЦТ11111153 от 25.11.2119г.За товар Сумма 312113-11 В т.ч. НДС  (11%) 27463-91,0.9134716554440435,0.9565217391304348
8dfc56c4eb6617458968eb36a00ff4e17112887e1f06d23dd3ba9df9209a25bf,2019-01-06,ac50b92c56f08dac,credit,12919.67,Зачисление средств по операциям с МБК (на основании реестров платежей). Мерчант №INN_ee35f15ec936. Дата реестра DATE_4685c1b548e1. Комиссия 211.17. Возврат покупки 1.11/1.11. НДС не облагается.,0.913466254823051,0.99882741711971
072ef38191229919f5edc1b4e7a666e1b6c50e9b789330c3ac644f3982167ffd,2019-01-09,ac50b92c56f08dac,credit,247992.03,ОПЛАТА ЗА ТОВАР ПО СЧ-Ф 155157 ОТ DATE_d495eb118bcf СУММА 247992-13 В Т.Ч. НДС (11%) 22544-73,0.9098241216817292,0.9987741178978787
8907c5042cd49fd5ebd13a147b413b50fe8489546c61579534a77f0682c658f8,2019-01-09,ac50b92c56f08dac,credit,210277.01,"Оплата по сч.ф.№ТЕЦ11154483, 155462,155463, 155826, 155951 от 19.12.2118г., №ТЕЦ11157374 от 24.12.2118г.,  №ТЕЦ11158586, 158589,158938 от DATE_5eab12724aa3 г.  за продукты.Сумма 211277-11В т.ч. НДС  (11%) 21772-48",0.9097817799994183,0.9987208186760473
